case_id,slot,application,cpu,compute,secondary,memory,units,preprocessing,target,host_required,accel_required,concurrent,effective_bw,headroom,adequacy,stability,critical_overlap
StableFAIL-033,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,1,isp_and_npu,20,0.0,182.6,182.6,17.408,-165.192,FAIL,Stable FAIL,
StableFAIL-034,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,2,cpu_only,20,1.033,182.6,183.633,34.816,-148.817,FAIL,Stable FAIL,
StableFAIL-035,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,2,isp_assisted,20,0.0,182.6,182.6,34.816,-147.784,FAIL,Stable FAIL,
StableFAIL-036,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,2,isp_and_npu,20,0.0,182.6,182.6,34.816,-147.784,FAIL,Stable FAIL,
StableFAIL-037,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,4,cpu_only,20,1.033,182.6,183.633,69.632,-114.001,FAIL,Stable FAIL,
StableFAIL-038,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,4,isp_assisted,20,0.0,182.6,182.6,69.632,-112.968,FAIL,Stable FAIL,
StableFAIL-039,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,4,isp_and_npu,20,0.0,182.6,182.6,69.632,-112.968,FAIL,Stable FAIL,
StableFAIL-040,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,8,cpu_only,20,1.033,182.6,183.633,139.264,-44.369,FAIL,Stable FAIL,
StableFAIL-041,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,8,isp_assisted,20,0.0,182.6,182.6,139.264,-43.336,FAIL,Stable FAIL,
StableFAIL-042,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4,8,isp_and_npu,20,0.0,182.6,182.6,139.264,-43.336,FAIL,Stable FAIL,
StableFAIL-043,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,1,cpu_only,20,1.033,182.6,183.633,17.408,-166.225,FAIL,Stable FAIL,
StableFAIL-044,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,1,isp_assisted,20,0.0,182.6,182.6,17.408,-165.192,FAIL,Stable FAIL,
StableFAIL-045,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,1,isp_and_npu,20,0.0,182.6,182.6,17.408,-165.192,FAIL,Stable FAIL,
StableFAIL-046,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,2,cpu_only,20,1.033,182.6,183.633,34.816,-148.817,FAIL,Stable FAIL,
StableFAIL-047,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,2,isp_assisted,20,0.0,182.6,182.6,34.816,-147.784,FAIL,Stable FAIL,
StableFAIL-048,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,2,isp_and_npu,20,0.0,182.6,182.6,34.816,-147.784,FAIL,Stable FAIL,
StableFAIL-049,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,4,cpu_only,20,1.033,182.6,183.633,69.632,-114.001,FAIL,Stable FAIL,
StableFAIL-050,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,4,isp_assisted,20,0.0,182.6,182.6,69.632,-112.968,FAIL,Stable FAIL,
StableFAIL-051,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,4,isp_and_npu,20,0.0,182.6,182.6,69.632,-112.968,FAIL,Stable FAIL,
StableFAIL-052,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,8,cpu_only,20,1.033,182.6,183.633,139.264,-44.369,FAIL,Stable FAIL,
StableFAIL-053,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,8,isp_assisted,20,0.0,182.6,182.6,139.264,-43.336,FAIL,Stable FAIL,
StableFAIL-054,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR4,8,isp_and_npu,20,0.0,182.6,182.6,139.264,-43.336,FAIL,Stable FAIL,
StableFAIL-055,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4X,1,cpu_only,20,1.033,182.6,183.633,23.895,-159.737,FAIL,Stable FAIL,
StableFAIL-056,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4X,1,isp_assisted,20,0.0,182.6,182.6,23.895,-158.705,FAIL,Stable FAIL,
StableFAIL-057,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4X,1,isp_and_npu,20,0.0,182.6,182.6,23.895,-158.705,FAIL,Stable FAIL,
StableFAIL-058,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4X,2,cpu_only,20,1.033,182.6,183.633,47.79,-135.842,FAIL,Stable FAIL,
StableFAIL-059,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4X,2,isp_assisted,20,0.0,182.6,182.6,47.79,-134.81,FAIL,Stable FAIL,
StableFAIL-060,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4X,2,isp_and_npu,20,0.0,182.6,182.6,47.79,-134.81,FAIL,Stable FAIL,
StableFAIL-061,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4X,4,cpu_only,20,1.033,182.6,183.633,95.581,-88.052,FAIL,Stable FAIL,
StableFAIL-062,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4X,4,isp_assisted,20,0.0,182.6,182.6,95.581,-87.02,FAIL,Stable FAIL,
StableFAIL-063,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR4X,4,isp_and_npu,20,0.0,182.6,182.6,95.581,-87.02,FAIL,Stable FAIL,
boundary-001,boundary,autonomous_vehicle,cortex_a53_x4,npu_16x16,npu_32x32,LPDDR4X,8,cpu_only,20,1.033,182.6,183.633,185.017,1.385,PASS,Stable PASS,
StableFAIL-064,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR5X,1,cpu_only,20,1.033,182.6,183.633,49.15,-134.482,FAIL,Stable FAIL,
StableFAIL-065,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR5X,1,isp_assisted,20,0.0,182.6,182.6,49.15,-133.45,FAIL,Stable FAIL,
StableFAIL-066,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR5X,1,isp_and_npu,20,0.0,182.6,182.6,49.15,-133.45,FAIL,Stable FAIL,
StableFAIL-067,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR5X,2,cpu_only,20,1.033,182.6,183.633,98.3,-85.332,FAIL,Stable FAIL,
StableFAIL-068,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR5X,2,isp_assisted,20,0.0,182.6,182.6,98.3,-84.3,FAIL,Stable FAIL,
StableFAIL-069,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,LPDDR5X,2,isp_and_npu,20,0.0,182.6,182.6,98.3,-84.3,FAIL,Stable FAIL,
StableFAIL-070,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR5,1,cpu_only,20,1.033,182.6,183.633,26.88,-156.753,FAIL,Stable FAIL,
StableFAIL-071,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR5,1,isp_assisted,20,0.0,182.6,182.6,26.88,-155.72,FAIL,Stable FAIL,
StableFAIL-072,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR5,1,isp_and_npu,20,0.0,182.6,182.6,26.88,-155.72,FAIL,Stable FAIL,
StableFAIL-073,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR5,2,cpu_only,20,1.033,182.6,183.633,53.76,-129.873,FAIL,Stable FAIL,
StableFAIL-074,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR5,2,isp_assisted,20,0.0,182.6,182.6,53.76,-128.84,FAIL,Stable FAIL,
StableFAIL-075,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR5,2,isp_and_npu,20,0.0,182.6,182.6,53.76,-128.84,FAIL,Stable FAIL,
StableFAIL-076,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR5,4,cpu_only,20,1.033,182.6,183.633,107.52,-76.113,FAIL,Stable FAIL,
StableFAIL-077,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR5,4,isp_assisted,20,0.0,182.6,182.6,107.52,-75.08,FAIL,Stable FAIL,
StableFAIL-078,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,DDR5,4,isp_and_npu,20,0.0,182.6,182.6,107.52,-75.08,FAIL,Stable FAIL,
StableFAIL-079,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,GDDR6,1,cpu_only,20,1.033,182.6,183.633,51.2,-132.433,FAIL,Stable FAIL,
StableFAIL-080,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,GDDR6,1,isp_assisted,20,0.0,182.6,182.6,51.2,-131.4,FAIL,Stable FAIL,
StableFAIL-081,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,GDDR6,1,isp_and_npu,20,0.0,182.6,182.6,51.2,-131.4,FAIL,Stable FAIL,
StableFAIL-082,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,GDDR6,2,cpu_only,20,1.033,182.6,183.633,102.4,-81.233,FAIL,Stable FAIL,
StableFAIL-083,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,GDDR6,2,isp_assisted,20,0.0,182.6,182.6,102.4,-80.2,FAIL,Stable FAIL,
StableFAIL-084,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_16x16,-,GDDR6,2,isp_and_npu,20,0.0,182.6,182.6,102.4,-80.2,FAIL,Stable FAIL,
StableFAIL-085,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR5,1,cpu_only,20,1.033,121.919,122.951,36.864,-86.087,FAIL,Stable FAIL,
StableFAIL-086,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR5,1,isp_assisted,20,0.0,121.919,121.919,36.864,-85.055,FAIL,Stable FAIL,
StableFAIL-087,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR5,1,isp_and_npu,20,0.0,121.919,121.919,36.864,-85.055,FAIL,Stable FAIL,
StableFAIL-088,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR5,2,cpu_only,20,1.033,121.919,122.951,73.728,-49.223,FAIL,Stable FAIL,
StableFAIL-089,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR5,2,isp_assisted,20,0.0,121.919,121.919,73.728,-48.191,FAIL,Stable FAIL,
StableFAIL-090,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR5,2,isp_and_npu,20,0.0,121.919,121.919,73.728,-48.191,FAIL,Stable FAIL,
StableFAIL-091,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR4,1,cpu_only,20,1.033,121.919,122.951,17.408,-105.543,FAIL,Stable FAIL,
StableFAIL-092,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR4,1,isp_assisted,20,0.0,121.919,121.919,17.408,-104.511,FAIL,Stable FAIL,
StableFAIL-093,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR4,1,isp_and_npu,20,0.0,121.919,121.919,17.408,-104.511,FAIL,Stable FAIL,
StableFAIL-094,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR4,2,cpu_only,20,1.033,121.919,122.951,34.816,-88.135,FAIL,Stable FAIL,
StableFAIL-095,Stable FAIL,autonomous_vehicle,cortex_a53_x4,npu_20x20,-,LPDDR4,2,isp_assisted,20,0.0,121.919,121.919,34.816,-87.103,FAIL,Stable FAIL,
boundary-002,boundary,autonomous_vehicle,cortex_a53_x4,npu_24x24,npu_64x64,LPDDR4X,4,cpu_only,20,1.033,91.578,92.61,93.645,1.035,PASS,Stable PASS,
boundary-003,boundary,autonomous_vehicle,cortex_a53_x4,npu_24x24,npu_32x32,LPDDR5X,2,cpu_only,20,1.033,91.578,92.61,91.475,-1.135,FAIL,Stable FAIL,
boundary-004,boundary,autonomous_vehicle,cortex_a53_x4,npu_24x24,npu_32x32,LPDDR5X,2,isp_assisted,20,0.0,91.578,91.578,91.475,-0.103,FAIL,Stable FAIL,
boundary-005,boundary,autonomous_vehicle,cortex_a53_x4,npu_24x24,npu_32x32,LPDDR5X,2,isp_and_npu,20,0.0,91.578,91.578,91.473,-0.105,FAIL,Stable FAIL,
boundary-006,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,-,LPDDR4X,2,cpu_only,20,1.033,46.067,47.099,47.79,0.691,PASS,Stable PASS,
boundary-007,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_64x64,LPDDR4X,2,cpu_only,20,1.033,46.067,47.099,46.118,-0.982,FAIL,Stable FAIL,
boundary-008,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,-,LPDDR4X,2,isp_assisted,20,0.0,46.067,46.067,47.79,1.723,PASS,Stable PASS,
boundary-009,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_64x64,LPDDR4X,2,isp_assisted,20,0.0,46.067,46.067,46.118,0.051,PASS,Stable PASS,
boundary-010,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,-,LPDDR4X,2,isp_and_npu,20,0.0,46.067,46.067,47.79,1.723,PASS,Stable PASS,
boundary-011,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_64x64,LPDDR4X,2,isp_and_npu,20,0.0,46.067,46.067,46.117,0.05,PASS,Stable PASS,
boundary-012,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_64x64,LPDDR5X,1,cpu_only,20,1.033,46.067,47.099,47.43,0.331,PASS,Stable PASS,
boundary-013,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_64x64,LPDDR5X,1,isp_assisted,20,0.0,46.067,46.067,47.43,1.363,PASS,Stable PASS,
boundary-014,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_64x64,LPDDR5X,1,isp_and_npu,20,0.0,46.067,46.067,47.429,1.362,PASS,Stable PASS,
boundary-015,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_32x32,DDR5,2,cpu_only,20,1.033,46.067,47.099,47.309,0.21,PASS,Stable PASS,
boundary-016,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_32x32,DDR5,2,isp_assisted,20,0.0,46.067,46.067,47.309,1.242,PASS,Stable PASS,
boundary-017,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_32x32,DDR5,2,isp_and_npu,20,0.0,46.067,46.067,47.311,1.244,PASS,Stable PASS,
boundary-018,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_32x32,GDDR6,1,isp_assisted,20,0.0,46.067,46.067,45.056,-1.011,FAIL,Stable FAIL,
boundary-019,boundary,autonomous_vehicle,cortex_a53_x4,npu_32x32,npu_32x32,GDDR6,1,isp_and_npu,20,0.0,46.067,46.067,45.058,-1.009,FAIL,Stable FAIL,
boundary-020,boundary,industrial_vision,cortex_a53_x4,npu_16x16,-,LPDDR5,1,cpu_only,60,8.423,26.603,35.026,36.864,1.838,PASS,Stable PASS,
boundary-021,boundary,industrial_vision,cortex_a53_x4,npu_16x16,npu_32x32,LPDDR5,1,cpu_only,60,8.423,26.603,35.026,35.679,0.653,PASS,Stable PASS,
boundary-022,boundary,industrial_vision,cortex_a53_x4,npu_16x16,npu_64x64,LPDDR5,1,cpu_only,60,8.423,26.603,35.026,36.518,1.492,PASS,Stable PASS,
Conditional-001,Conditional,industrial_vision,cortex_a53_x4,npu_16x16,-,LPDDR4,2,cpu_only,60,8.423,26.603,35.026,34.816,-0.21,FAIL,Conditional,0.9751
Conditional-002,Conditional,industrial_vision,cortex_a53_x4,npu_16x16,npu_32x32,LPDDR4,2,cpu_only,60,8.423,26.603,35.026,33.697,-1.329,FAIL,Conditional,0.8422
Conditional-003,Conditional,industrial_vision,cortex_a53_x4,npu_16x16,npu_64x64,LPDDR4,2,cpu_only,60,8.423,26.603,35.026,34.49,-0.537,FAIL,Conditional,0.9363
Conditional-004,Conditional,industrial_vision,cortex_a53_x4,npu_16x16,-,DDR4,2,cpu_only,60,8.423,26.603,35.026,34.816,-0.21,FAIL,Conditional,0.9751
Conditional-005,Conditional,industrial_vision,cortex_a53_x4,npu_16x16,npu_32x32,DDR4,2,cpu_only,60,8.423,26.603,35.026,33.697,-1.329,FAIL,Conditional,0.8422
Conditional-006,Conditional,industrial_vision,cortex_a53_x4,npu_16x16,npu_64x64,DDR4,2,cpu_only,60,8.423,26.603,35.026,34.49,-0.537,FAIL,Conditional,0.9363
boundary-023,boundary,industrial_vision,cortex_a53_x4,npu_16x16,-,DDR5,1,isp_assisted,60,0.0,26.603,26.603,26.88,0.277,PASS,Stable PASS,
boundary-024,boundary,industrial_vision,cortex_a53_x4,npu_16x16,npu_32x32,DDR5,1,isp_assisted,60,0.0,26.603,26.603,26.016,-0.587,FAIL,Stable FAIL,
boundary-025,boundary,industrial_vision,cortex_a53_x4,npu_16x16,npu_64x64,DDR5,1,isp_assisted,60,0.0,26.603,26.603,26.628,0.025,PASS,Stable PASS,
boundary-026,boundary,industrial_vision,cortex_a53_x4,npu_16x16,-,DDR5,1,isp_and_npu,60,0.0,26.603,26.603,26.88,0.277,PASS,Stable PASS,
boundary-027,boundary,industrial_vision,cortex_a53_x4,npu_16x16,npu_32x32,DDR5,1,isp_and_npu,60,0.0,26.603,26.603,25.983,-0.621,FAIL,Stable FAIL,
boundary-028,boundary,industrial_vision,cortex_a53_x4,npu_16x16,npu_64x64,DDR5,1,isp_and_npu,60,0.0,26.603,26.603,26.618,0.015,PASS,Stable PASS,
boundary-029,boundary,industrial_vision,cortex_a53_x4,npu_20x20,-,LPDDR4,1,isp_assisted,60,0.0,17.853,17.853,17.408,-0.445,FAIL,Stable FAIL,
boundary-030,boundary,industrial_vision,cortex_a53_x4,npu_20x20,npu_32x32,LPDDR4,1,isp_assisted,60,0.0,17.853,17.853,16.545,-1.308,FAIL,Stable FAIL,
Conditional-007,Conditional,industrial_vision,cortex_a53_x4,npu_20x20,-,LPDDR4X,1,cpu_only,60,8.423,17.853,26.276,23.895,-2.381,FAIL,Conditional,0.7173
Conditional-008,Conditional,industrial_vision,cortex_a53_x4,npu_20x20,npu_32x32,LPDDR4X,1,cpu_only,60,8.423,17.853,26.276,22.711,-3.565,FAIL,Conditional,0.5767
Conditional-009,Conditional,industrial_vision,cortex_a53_x4,npu_20x20,npu_64x64,LPDDR4X,1,cpu_only,60,8.423,17.853,26.276,23.55,-2.726,FAIL,Conditional,0.6763
Conditional-010,Conditional,industrial_vision,cortex_a53_x4,npu_20x20,npu_32x32,DDR5,1,cpu_only,60,8.423,17.853,26.276,25.548,-0.728,FAIL,Conditional,0.9136
Conditional-011,Conditional,industrial_vision,cortex_a53_x4,npu_24x24,-,LPDDR4,1,cpu_only,60,8.423,13.478,21.901,17.408,-4.493,FAIL,Conditional,0.4666
Conditional-012,Conditional,industrial_vision,cortex_a53_x4,npu_24x24,npu_32x32,LPDDR4,1,cpu_only,60,8.423,13.478,21.901,16.199,-5.702,FAIL,Conditional,0.3231
Conditional-013,Conditional,industrial_vision,cortex_a53_x4,npu_24x24,npu_64x64,LPDDR4,1,cpu_only,60,8.423,13.478,21.901,17.055,-4.846,FAIL,Conditional,0.4247
Conditional-014,Conditional,industrial_vision,cortex_a53_x4,npu_24x24,-,DDR4,1,cpu_only,60,8.423,13.478,21.901,17.408,-4.493,FAIL,Conditional,0.4666
Conditional-015,Conditional,industrial_vision,cortex_a53_x4,npu_24x24,npu_32x32,DDR4,1,cpu_only,60,8.423,13.478,21.901,16.199,-5.702,FAIL,Conditional,0.3231
Conditional-016,Conditional,industrial_vision,cortex_a53_x4,npu_24x24,npu_64x64,DDR4,1,cpu_only,60,8.423,13.478,21.901,17.055,-4.846,FAIL,Conditional,0.4247
Conditional-017,Conditional,industrial_vision,cortex_a53_x4,npu_32x32,npu_32x32,LPDDR4,1,cpu_only,60,8.423,6.916,15.339,15.319,-0.02,FAIL,Conditional,0.9972
Conditional-018,Conditional,industrial_vision,cortex_a53_x4,npu_32x32,npu_32x32,DDR4,1,cpu_only,60,8.423,6.916,15.339,15.319,-0.02,FAIL,Conditional,0.9972
Conditional-019,Conditional,industrial_vision,cortex_a53_x4,mobile_gpu,npu_32x32,LPDDR5,1,cpu_only,60,8.423,26.957,35.379,33.74,-1.64,FAIL,Conditional,0.8053
Conditional-020,Conditional,industrial_vision,cortex_a53_x4,mobile_gpu,-,LPDDR4,2,cpu_only,60,8.423,26.957,35.379,34.816,-0.563,FAIL,Conditional,0.9331
Conditional-021,Conditional,industrial_vision,cortex_a53_x4,mobile_gpu,npu_32x32,LPDDR4,2,cpu_only,60,8.423,26.957,35.379,31.865,-3.514,FAIL,Conditional,0.5828
Conditional-022,Conditional,industrial_vision,cortex_a53_x4,mobile_gpu,npu_64x64,LPDDR4,2,cpu_only,60,8.423,26.957,35.379,33.955,-1.424,FAIL,Conditional,0.8309
Conditional-023,Conditional,industrial_vision,cortex_a53_x4,mobile_gpu,-,DDR4,2,cpu_only,60,8.423,26.957,35.379,34.816,-0.563,FAIL,Conditional,0.9331
Conditional-024,Conditional,industrial_vision,cortex_a53_x4,mobile_gpu,npu_32x32,DDR4,2,cpu_only,60,8.423,26.957,35.379,31.865,-3.514,FAIL,Conditional,0.5828
Conditional-025,Conditional,industrial_vision,cortex_a53_x4,mobile_gpu,npu_64x64,DDR4,2,cpu_only,60,8.423,26.957,35.379,33.955,-1.424,FAIL,Conditional,0.8309
Conditional-026,Conditional,industrial_vision,cortex_a78_x4,npu_16x16,-,LPDDR4,2,cpu_only,60,8.423,26.603,35.026,34.816,-0.21,FAIL,Conditional,0.9751
Conditional-027,Conditional,industrial_vision,cortex_a78_x4,npu_16x16,npu_32x32,LPDDR4,2,cpu_only,60,8.423,26.603,35.026,33.697,-1.329,FAIL,Conditional,0.8422
Conditional-028,Conditional,industrial_vision,cortex_a78_x4,npu_16x16,npu_64x64,LPDDR4,2,cpu_only,60,8.423,26.603,35.026,34.49,-0.537,FAIL,Conditional,0.9363
Conditional-029,Conditional,industrial_vision,cortex_a78_x4,npu_16x16,-,DDR4,2,cpu_only,60,8.423,26.603,35.026,34.816,-0.21,FAIL,Conditional,0.9751
Conditional-030,Conditional,industrial_vision,cortex_a78_x4,npu_16x16,npu_32x32,DDR4,2,cpu_only,60,8.423,26.603,35.026,33.697,-1.329,FAIL,Conditional,0.8422
Conditional-031,Conditional,industrial_vision,cortex_a78_x4,npu_16x16,npu_64x64,DDR4,2,cpu_only,60,8.423,26.603,35.026,34.49,-0.537,FAIL,Conditional,0.9363
Conditional-032,Conditional,industrial_vision,cortex_a78_x4,npu_20x20,-,LPDDR4X,1,cpu_only,60,8.423,17.853,26.276,23.895,-2.381,FAIL,Conditional,0.7173
Conditional-033,Conditional,industrial_vision,cortex_a78_x4,npu_20x20,npu_32x32,LPDDR4X,1,cpu_only,60,8.423,17.853,26.276,22.711,-3.565,FAIL,Conditional,0.5767
Conditional-034,Conditional,industrial_vision,cortex_a78_x4,npu_20x20,npu_64x64,LPDDR4X,1,cpu_only,60,8.423,17.853,26.276,23.55,-2.726,FAIL,Conditional,0.6763
Conditional-035,Conditional,industrial_vision,cortex_a78_x4,npu_20x20,npu_32x32,DDR5,1,cpu_only,60,8.423,17.853,26.276,25.548,-0.728,FAIL,Conditional,0.9136
Conditional-036,Conditional,industrial_vision,cortex_a78_x4,npu_24x24,-,LPDDR4,1,cpu_only,60,8.423,13.478,21.901,17.408,-4.493,FAIL,Conditional,0.4666
Conditional-037,Conditional,industrial_vision,cortex_a78_x4,npu_24x24,npu_32x32,LPDDR4,1,cpu_only,60,8.423,13.478,21.901,16.199,-5.702,FAIL,Conditional,0.3231
Conditional-038,Conditional,industrial_vision,cortex_a78_x4,npu_24x24,npu_64x64,LPDDR4,1,cpu_only,60,8.423,13.478,21.901,17.055,-4.846,FAIL,Conditional,0.4247
Conditional-039,Conditional,industrial_vision,cortex_a78_x4,npu_24x24,-,DDR4,1,cpu_only,60,8.423,13.478,21.901,17.408,-4.493,FAIL,Conditional,0.4666
Conditional-040,Conditional,industrial_vision,cortex_a78_x4,npu_24x24,npu_32x32,DDR4,1,cpu_only,60,8.423,13.478,21.901,16.199,-5.702,FAIL,Conditional,0.3231
Conditional-041,Conditional,industrial_vision,cortex_a78_x4,npu_24x24,npu_64x64,DDR4,1,cpu_only,60,8.423,13.478,21.901,17.055,-4.846,FAIL,Conditional,0.4247
Conditional-042,Conditional,industrial_vision,cortex_a78_x4,npu_32x32,npu_32x32,LPDDR4,1,cpu_only,60,8.423,6.916,15.339,15.319,-0.02,FAIL,Conditional,0.9972
Conditional-043,Conditional,industrial_vision,cortex_a78_x4,npu_32x32,npu_32x32,DDR4,1,cpu_only,60,8.423,6.916,15.339,15.319,-0.02,FAIL,Conditional,0.9972
Conditional-044,Conditional,industrial_vision,cortex_a78_x4,mobile_gpu,npu_32x32,LPDDR5,1,cpu_only,60,8.423,26.957,35.379,33.74,-1.64,FAIL,Conditional,0.8053
Conditional-045,Conditional,industrial_vision,cortex_a78_x4,mobile_gpu,-,LPDDR4,2,cpu_only,60,8.423,26.957,35.379,34.816,-0.563,FAIL,Conditional,0.9331
Conditional-046,Conditional,industrial_vision,cortex_a78_x4,mobile_gpu,npu_32x32,LPDDR4,2,cpu_only,60,8.423,26.957,35.379,31.865,-3.514,FAIL,Conditional,0.5828
Conditional-047,Conditional,industrial_vision,cortex_a78_x4,mobile_gpu,npu_64x64,LPDDR4,2,cpu_only,60,8.423,26.957,35.379,33.955,-1.424,FAIL,Conditional,0.8309
Conditional-048,Conditional,industrial_vision,cortex_a78_x4,mobile_gpu,-,DDR4,2,cpu_only,60,8.423,26.957,35.379,34.816,-0.563,FAIL,Conditional,0.9331
Conditional-049,Conditional,industrial_vision,cortex_a78_x4,mobile_gpu,npu_32x32,DDR4,2,cpu_only,60,8.423,26.957,35.379,31.865,-3.514,FAIL,Conditional,0.5828
Conditional-050,Conditional,industrial_vision,cortex_a78_x4,mobile_gpu,npu_64x64,DDR4,2,cpu_only,60,8.423,26.957,35.379,33.955,-1.424,FAIL,Conditional,0.8309
Conditional-051,Conditional,medical,cortex_a53_x4,mobile_gpu,-,LPDDR4X,1,cpu_only,30,0.436,23.484,23.92,23.895,-0.025,FAIL,Conditional,0.9432
Conditional-052,Conditional,medical,cortex_a78_x4,mobile_gpu,-,LPDDR4X,1,cpu_only,30,0.436,23.484,23.92,23.895,-0.025,FAIL,Conditional,0.9432
